,Title,Grant size (DKK),Receiver,Project_category,Project_subcategory
1972,Galathea 3: The global distribution of mercury in the troposphere (2006),2000000,Nationalt Center for Miljø og Energi,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1973,Sammenlignende undersøgelse af plantepopulationer og plantesamfund på Galapagosøerne og Isla de la Plata (2006),300000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1974,Galathea 3: Bundfaunaen i Banda Havet og på Kei Øernes kontinentalsokkel i forbindelse med Galathea III. (2006),1400000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1975,Opbygning af handicap familieafdeling på Brogården i Strib (2006),5000000,Pindstrup Centret,Villum Fonden,Villum Fonden
1976,Galathea 3: Marine Geoscience Investigations of the former Danish West Indies (2006),1100000,GEUS - De Nationale Geologiske Undersøgelser for Danmark og Grønland,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1977,Renovering af tag på Baggersmindelejren i Dragør. (2006),2200000,Frelsens Hær,Villum Fonden,Villum Fonden
1978,Ny udstillingsbygning til Moesgård Museum - Henning Larsens Tegnestue A/S (2006),50000000,Moesgaard Museum,Villum Fonden,Villum Fonden
1979,Bogudgivelse: Tycho Brahes beskrivelse af sine astronomiske instrumenter i ny dansk oversættelse ved Jens Vellev (2005),200000,Forlaget Hikuin,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1980,Ikkafjorden og dens kalksøjler. (2005),2600000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1981,Teknisk og Naturvidenskabeligt Årslegat - legatmodtagers andel (2005),500000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1982,Teknisk og Naturvidenskabeligt Årslegat - modtagende institution. (2005),2000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1983,Postdoc-puljen 2006-2007. (2005),30000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1984,VELUX Visiting Professor Programme 2006-2008 (2005),1200000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1985,VELUX Visiting Professor Programme 2006-2008 (2005),100000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1986,VELUX Visiting Professor Programme 2006-2008 (2005),100000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1987,VELUX Visiting Professor Programme 2006-2008 (2005),1200000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1988,VELUX Visiting Professor Programme 2006-2008 (2005),1200000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1989,VELUX Visiting Professor Programme 2006-2008 (2005),1000000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1990,VELUX Visiting Professor Programme 2006-2008. (2005),300000,Arkitektskolen Aarhus,Villum Fonden,Villum Fonden
1991,Genopstilling af Hauchs Physiske Cabinet (2005),970152,Hauchs Physiske Cabinet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1992,"Etablering af internet-portalen ""Den naturvidenskabelige Alliance"" (2005)",2400000,Helsingør Gymnasium,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1993,VELUX Visiting Professor Programme 2006-2008 (2005),1000000,Copenhagen Business School,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1994,VELUX Visiting Professor Programme 2006-2008 (2005),500000,"Handelshøjskolen, Aarhus Universitet",Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1995,VELUX Visiting Professor Programme 2006-2008. (2005),300000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1996,Opførelse af tilbygning i to etager (2005),1000000,Scandinavian International Management Institute,Kultur og samfund,Andre projekter
1997,Lederkurser for spejderledere i Øst- og Centraleuropa. (2005),1000000,Dyrenes Beskyttelse,Unge og uddannelse i Europa,Unge og uddannelse i Europa
1998,Apparatur til DNA og RNA analyser ved forskning i allergier og psykiatriske sygdomme (2005),1700000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
1999,VELUX Visiting Professor Programme 2006-2008 (2005),1000000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2000,Renovering af klosteret i Tourette bygget af Le Corbusier i 1959. (2005),1500000,VELUX FRANCE,Villum Fonden,Villum Fonden
2001,Dinoflagellaternes biodiversitet og fylogeni (2005),1500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2002,Etablering af Optisk Marinøkologisk Instrumentcenter (2005),3600000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2003,Filmprojekt om solsystemet (for børn) (2005),1700000,Tycho Brahe Planetarium,Villum Fonden,Villum Fonden
2004,VELUX Visiting Professor Programme 2006-2008 (2005),1000000,Det Kongelige Danske Kunstakademi,Villum Fonden,Villum Fonden
2005,Gæsteprofessorat for J.J.M. Verbaarschot (2005),360000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2006,Etablering af en avanceret dobbelt smog-kammer facilitet (2005),2800000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2007,Spormetallers tilførsel til og dynamik i terrestriske økosystemer (2005),1500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2008,"Berøringsfrit, højpræcisions 3D deformationsudstyr (2005)",1700000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2009,400 MHz NMR apparat til DTU Risø (2005),3000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2010,Fremavl af øget modstandsdygtighed hos danske honningbier overfor ondartet bipest. (2005),3000000,Danmarks JordbrugsForskning,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2011,Gæsteprofessorophold for professor John D. Donaldson ved Institut for Matematiske Fag (2005),931200,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2012,VELUX Visiting Professor Programme 2006-2008 (2005),1100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2013,Chemical Speciation of Long-Lived Radionuclides in the Environment (2005),3200000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2014,Bogudgivelse: Fotobog om den grønlandske nationalpark Zackenberg (2005),100000,Aurora Photo,Villum Fonden,Villum Fonden
2015,Publikation om glarmesterfagets og glas- og vinduesbranchens historie i Danmark. (2005),250000,Glarmesterlauget i Danmark,Villum Fonden,Villum Fonden
2016,Hædersgave for praktisk forståelse af dagslysets værdi og betydning ved industrielt fremstillede bygningskomponenter (2005),375000,Gåsdal Bygningsindustri A/S,Villum Fonden,Villum Fonden
2017,Hædersgave for praktisk forståelse af dagslysets værdi og betydning ved industrielt fremstillede bygningskomponenter (2005),373575,,Villum Fonden,Villum Fonden
2018,Hædersgave for praktisk forståelse af dagslysets værdi og betydning ved industrielt fremstillede bygningskomponenter (2005),373575,,Villum Fonden,Villum Fonden
2019,Instrumentudvikling i forbindelse med deltagelse i mineralogiske og klimatiske studier på ESA's ExoMars Mission (2005),2600000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2020,Etablering af et kvartærtids argon-dateringslaboratorium Quaternary Argon (2004),12000000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2021,VKR-Center - forskning i biologiske effekter af klimaforandringer - CLIMAITE (2004),25000000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2022,"Brede Værk, Museum for Industrikulturen (2004)",12000000,Nationalmuseet,Villum Fonden,Villum Fonden
2023,VKR-Center for biofysik (2004),25000000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2024,Færdiggørelse og publicering af forskingsprojektet: Aktivt klimaregulerende facader. (2004),188450,Det Kongelige Danske Kunstakademi,Villum Fonden,Villum Fonden
2025,Molekylær biodiversitet og slægtskabsforhold hos udvalgte hvirvelløse dyr (2004),2300000,Dansk Bilharziose Laboratorium,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2026,Forbedring af kriseramte kvinders boligforhold på kvindehjemmet. (2004),15000000,Kvindehjemmet I København,Villum Fonden,Villum Fonden
2027,"Registrering, scanning og udstilling af fotografen Jette Bangs ca. 12.000 foto fra Grønland (2004)",400000,Individuals,Villum Fonden,Villum Fonden
2028,Bevaring af kalkmalerier for eftertiden (2004),1400000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2029,Nano-sensors for in vivo biochemistry of genome integrity (2004),1100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2030,Tidslig udvikling gennem biosyntesen af lignins makromolekylære struktur (2004),2400000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2031,Den danske kirkeugle - et modelstudium af en art i tilbagegang (2004),2600000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2032,Teknisk Årslegat 2005 - Institutionens andel (2004),1200000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2033,Teknisk Årslegat 2005 - legatmodtagerens andel (2004),300000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2034,Renovering af museets sydfløj (2004),9800000,Louisiana Museum,Villum Fonden,Villum Fonden
2035,Forskningsprojekt om BioComplexity of Soil (2004),1400000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2036,Numeriske simulering af dannelsen og udviklingen af galaksehobe (2004),435000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2037,Svampe og bakteriers interaktion og betydning for bladluspopulationer (2004),1200000,Veterinær og Landbohøjskolen,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2038,Parasiten Heterosaccus på krabben Charybdis Longicollis (2004),1600000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2039,Forskning i betydningen af pH for makroalgesamfund (2004),2100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2040,Gendannelse af gangfunktion (2004),2300000,Aalborg Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2041,Etablering af ny neurofysiologisk afdeling (2004),8000000,Filadelfia,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2042,"Uddannelsesbygning og inventar, fase I i Poznan stillet til rådighed for Barka Foundation (2003)",1500000,Fru Ambassadør Grete Mikaelsens Fond,Villum Fonden,Villum Fonden
2043,Villum Kann Rasmussens Postdoc-stipendier (2003),20000000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2044,Forskningsprojekt om Ichthyostega - den firbenede fisk (2003),1800000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2045,"Ny kostafdeling med plads til 36 elever, primært i grundskolen (2003)",15000000,Herlufsholm Skole og Gods,Villum Fonden,Villum Fonden
2046,VELUX Visiting Professor Programme 2003-2005 (2003),1000000,Veterinær og Landbohøjskolen,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2047,Biografi om H.C.Ørsted (2003),417432,Individuals,Villum Fonden,Villum Fonden
2048,VELUX Visiting Professor Programme 2003-2005 (2003),600000,Roskilde Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2049,Medfinansiering af et skifermuseum i Morzine (2003),2300000,Individuals,Villum Fonden,Villum Fonden
2050,Videreførelse af tilskudsordningen DNF-tilskud i perioden 2004/2005 (2003),1200000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2051,Postdoc-projekt om vandtægers respirationsstrategier (2003),1100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2052,VELUX Visiting Professor Programme 2003-2005 (2003),700000,Aarhus Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2053,VELUX Visiting Professor Programme 2003-2005 (2003),400000,Syddansk Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2054,VELUX Visiting Professor Programme 2003-2005 (2003),360000,Arkitektskolen Aarhus,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2055,VELUX Visiting Professor Progamme 2003-2005 (2003),400000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2056,Udvikling af iskernebor til boring i is tæt på smeltepunktet i Grønlands indlandsis (2003),1500000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2057,Udstyr til karakterisering af metalstrukturer (2003),3400000,Danmarks Tekniske Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2058,Genopstilling af Hauchs Physiske Cabinet på Sorø Akademi (2003),912000,Hauchs Physiske Cabinet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2059,"Bygning af et nyt magasin (Samlet donation 20,2 mio.kr.) (2003)",10000000,Den Antikvariske Samling,Villum Fonden,Villum Fonden
2060,Afdeling for Alger: Forskningsprojekt om grønlandske tangressourcer (2003),1100000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2061,VELUX Visiting Professor Programme 2003-2005 (2003),800000,Copenhagen Business School,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2062,VELUX Visiting Professor Programme 2003-2005 (2003),140000,"Handelshøjskolen, Aarhus Universitet",Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
2063,Lavtemperatur cryo-prøvehoved til NMR spektroskopiske studier af proteiner (2003),1700000,Københavns Universitet,Teknisk og naturvidenskabelig forskning,Teknisk og naturvidenskabelig forskning
