,Title,Project Category,Receiver Name,Grant size (DKK)
1296,Bogudgivelse: Under Helkos Mørke Himmel (2022),Voksenlivets overgange og forandringer,Forlaget Silkefyret,15.000 kr.
1297,Køb af 15 tablets (2022),Voksenlivets overgange og forandringer,Aarhus Aadal Bridgeklub,16.000 kr.
1298,Historisk udflugt og foredrag (2022),Voksenlivets overgange og forandringer,Lokalhistorisk Forening Dianalund,20.000 kr.
1299,Den glade motionstime (2022),Voksenlivets overgange og forandringer,Linå og Omegns Husholdingsforening,7.000 kr.
1300,Bogudgivelse: 99 digte (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),7.500 kr.
1301,Bogudgivelse: Huset ved søen (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),10.000 kr.
1302,Con Brio-korets Julekoncert (2022),Voksenlivets overgange og forandringer,Con Brio-koret,25.000 kr.
1303,Filmproduktion: Varme Hænder (2022),Voksenlivets overgange og forandringer,Freeport Media,50.000 kr.
1304,Bogudgivelse: Rugbrødsglæde - bag lækkert surdejsrugbrød (2022),Voksenlivets overgange og forandringer,Forlaget Trumf/Rosenloeve Kommunikation v/Søren L Rasmussen,15.000 kr.
1305,Bogudgivelse: 'Bibelens Planteverden' på fransk: Le Monde des Plantes de La Bible) (2022),Voksenlivets overgange og forandringer,Èditions Croix du Salut,10.000 kr.
1306,"Bogudgivelse: Ulysses af James Joyce, med 130 illustrationer (2022)",Voksenlivets overgange og forandringer,Forlaget Vandkunsten,20.000 kr.
1307,Bygningsmæssig ændring af udhus til pavillon (2022),Voksenlivets overgange og forandringer,Foreningen Værkstedsgruppen,55.600 kr.
1308,Ny PC til undervisning i videoredigering (2022),Voksenlivets overgange og forandringer,Lokalcenter Skelager,10.000 kr.
1309,Nye træningsmaskiner (2022),Voksenlivets overgange og forandringer,Horsens Kommune,15.000 kr.
1310,"Projektrejse til kooperativet CAMD i Guinea, Vest Afrika (2022)",Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Landsrådet,20.000 kr.
1311,Bogudgivelse: Aakjærselskabets Årsbog 2023: Jeppe Aakjær: Gammel Jehannes og Esper - genfortalt af Jørgen Purup Knudsen (2022),Voksenlivets overgange og forandringer,Aakjærselskabet,20.000 kr.
1312,Indkøb af nyt IT-materiel (2022),Voksenlivets overgange og forandringer,Vestbyens Erindringsværksted,24.000 kr.
1313,Indkøb af special-bowling kugler (2022),Voksenlivets overgange og forandringer,Galten Senior Bowling,12.000 kr.
1314,Bogudgivelse: Jordborger (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,10.000 kr.
1315,Bogudgivelse: Vinteropskrifter fra fællesskabet (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
1316,Parallelcykel til 2 personer (2022),Voksenlivets overgange og forandringer,Bregnbjerglunden Plejecenter,57.100 kr.
1317,Materialer til Hinnerup Bridgeklub (2022),Voksenlivets overgange og forandringer,Hinnerup Bridgeklub,10.000 kr.
1318,Bogudgivelse: Hurtigløber og storvildtjæger (2022),Voksenlivets overgange og forandringer,Bernardi Press,15.000 kr.
1319,Musikforedrag med fællessang og spisning for seniorer i Hou (2022),Voksenlivets overgange og forandringer,Hou Medborgerhus,5.500 kr.
1320,Hjertemotion for Hjertesyge og ældre borgere (2022),Voksenlivets overgange og forandringer,Hjerteforeningen,20.000 kr.
1321,Vedligeholdelse af Fredericia Roklubs klubhus- bådehal og bådebroerne (2022),Voksenlivets overgange og forandringer,Fredericia Roklub,74.000 kr.
1322,Bogudgivelse: Drømmetyderen (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),12.500 kr.
1323,Seminar om Doughnut-modellen med eksemplet Aarhus (2022),Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Landsrådet,25.000 kr.
1324,Bogudgivelse: Kemi og Kulturarv (2022),Voksenlivets overgange og forandringer,Forlaget Orbis,15.000 kr.
1325,Restaurering af fælleshus (2022),Voksenlivets overgange og forandringer,Nyttehaven Sundvænget,20.000 kr.
1326,Indkøb af rickshaw cykel (2022),Voksenlivets overgange og forandringer,Cykling Uden Alder,70.000 kr.
1327,Indkøb af billardbord (2022),Voksenlivets overgange og forandringer,Brugerrådet Lokalcenter Tranbjerg,20.000 kr.
1328,Indkøb af nyt flag og vimpel (2022),Voksenlivets overgange og forandringer,Skovbrynets Venner,2.000 kr.
1329,Indkøb af motionsredskaber (2022),Voksenlivets overgange og forandringer,Nr. Søby Idrætsforening,75.000 kr.
1330,Sangbøger til det lokale ældrecentre (2022),Voksenlivets overgange og forandringer,Zeniors Underholdningsorkester,7.500 kr.
1331,Etablering af havhave med bro og liner (2022),Voksenlivets overgange og forandringer,Grønsund Havhave,155.000 kr.
1332,Café inTro - Renovering (2022),Voksenlivets overgange og forandringer,Café inTro,74.000 kr.
1333,Bogudgivelse: Løgnens ansigt (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,7.500 kr.
1334,Bogudgivelse: Skyggen af min bror (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),10.000 kr.
1335,Sang og musik - udstyr (2022),Voksenlivets overgange og forandringer,Danske Seniorer,20.000 kr.
1336,Trædrejebænk (2022),Voksenlivets overgange og forandringer,Støtteforeningen Paraplyens Venner,12.000 kr.
1337,Bogudgivelse: Historisk Forening for Løgumkloster Kommune 1972-2022 (2022),Voksenlivets overgange og forandringer,Lokalhistorisk Arkiv for Løgumkloster Kommune,10.000 kr.
1338,Scanner til store tegninger (2022),Voksenlivets overgange og forandringer,Danske Veterantogs Fællesrepræsentation,50.000 kr.
1339,Modne mænd guider i naturen (2022),Voksenlivets overgange og forandringer,Mænds Mødesteder Silkeborg,80.000 kr.
1340,Indkøb af 3 kajakker (2022),Voksenlivets overgange og forandringer,Svendborg Senior Idræt,31.000 kr.
1341,"Bogudgivelse: Vi er det, vi gør hinanden til – KB bag facaden (2022)",Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1342,Bogudgivelse: Alle tiders værtshuse på Christianshavn (2022),Voksenlivets overgange og forandringer,Christianshavns Lokalhistoriske Forening,20.000 kr.
1343,Bogudgivelse: Teglmoseskolen - en omstillingsparat skole (2022),Voksenlivets overgange og forandringer,Albertslund Lokalhistoriske Forening,15.000 kr.
1344,"Anskaffelse af udstyr til ""Ro på fjorden"" (2022)",Voksenlivets overgange og forandringer,Sundby Mors Havn,20.000 kr.
1345,Indkøb af hjælpemidler (2022),Voksenlivets overgange og forandringer,Amager Kulturpunkt Huset,67.250 kr.
1346,Bogudgivelse: Skibspræst Didrik Tops rejseberetning fra linjeskibet Iislands togt til Konstantinopel 1757-58 (2022),Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,15.000 kr.
1347,"Opsætning og trykning af dansk udgave af ""Novalis' fragmenter"" (2022)",Voksenlivets overgange og forandringer,Forlaget Arché,15.000 kr.
1348,Nysted Middelaldermarked for alle (2022),Voksenlivets overgange og forandringer,Nysted Middelaldermarked,55.000 kr.
1349,Foredrag - et liv i musikken (2022),Voksenlivets overgange og forandringer,Aktive Kvinder Esbjerg,8.000 kr.
1350,Værktøj til smedjen (2022),Voksenlivets overgange og forandringer,Foreningen Håndværkernes Hus,40.000 kr.
1351,Bogudgivelse: Hjemmet (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1352,Bogudgivelse: En voyeur ser på new yorkerne og New York (2022),Voksenlivets overgange og forandringer,Forlaget Trykværket,10.000 kr.
1353,Kortblander til Bridgespillende ældre (2022),Voksenlivets overgange og forandringer,Storeslemmen,40.000 kr.
1354,Bogudgivelse: Knirkende længsler (2022),Voksenlivets overgange og forandringer,Forlaget NOF,7.500 kr.
1355,Jubilæumsprojektet 70i30 (2022),Et hav i balance,CONCITO,73 mio. kr.
1356,Arteriolevægstykkelse i øjets nethinde: Samspil med øjets og andre organers anatomi og fysiologi (2022),Voksenlivets overgange og forandringer,Rigshospitalet - Glostrup,90.000 kr.
1357,Åben social-økonomisk rådgivning i Vor Frue Kirke i Aalborg (2022),Voksenlivets overgange og forandringer,Vor Frue Kirke,15.000 kr.
1358,Teleslyngeanlæg i møde-/cafelokale (2022),Voksenlivets overgange og forandringer,Fonden Kjøge Mini-By Laug,10.000 kr.
1359,Bogudgivelse: Men det begyndte så godt (2022),Voksenlivets overgange og forandringer,Forlaget Skulkenborg,10.000 kr.
1360,Billiardbord (2022),Voksenlivets overgange og forandringer,Aktivitetshuset S.E.A,20.000 kr.
1361,Hjertemotion i Hedensted Kommune (2022),Voksenlivets overgange og forandringer,Hjerteforeningen,20.000 kr.
1362,Bogudgivelse: Nocturne (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,7.500 kr.
1363,Bogudgivelse: De udvalgte (2022),Voksenlivets overgange og forandringer,Bogforlaget Frydenlund,15.000 kr.
1364,Drejebænk samt tilbehør til træværksted (2022),Voksenlivets overgange og forandringer,Centerrådet på Biersted Aktivitetscenter,15.000 kr.
1365,Teaterstykket: Adams spion-æbler (2022),Voksenlivets overgange og forandringer,Teaterforeningen Casablanca,25.000 kr.
1366,Bogudgivelse: Eventyret om regnbueprinsessen Iris og de fire vinde (2022),Voksenlivets overgange og forandringer,Forlaget Kahrius,7.500 kr.
1367,To-årers inrigger robåd (2022),Voksenlivets overgange og forandringer,Dragør Roklub,70.000 kr.
1368,Nyindretning af Orangeri (2022),Voksenlivets overgange og forandringer,Foreningen Karl-e,15.000 kr.
1369,Udskiftning af ergometre (2022),Voksenlivets overgange og forandringer,Kano- og Kajakklubben Nord,15.000 kr.
1370,Bridgemate og kortblandemaskine (2022),Voksenlivets overgange og forandringer,Danmarks Bridgeforbund,30.000 kr.
1371,Bogudgivelse: Ka' do haus? (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1372,Bogudgivelse: Den sene Nietzsches kultursyn (2022),Voksenlivets overgange og forandringer,Forlaget Klim,15.000 kr.
1373,Bogudgivelse: Vores by - Osted (2022),Voksenlivets overgange og forandringer,Strandbygaard Trykkeri,10.000 kr.
1374,Oplysningstur om Mønsted Kalkgruber (2022),Voksenlivets overgange og forandringer,Foreningen Læring for Livet,12.000 kr.
1375,Udskiftning af beddningsvogns skinner (2022),Voksenlivets overgange og forandringer,Maritim Historisk Forening,80.000 kr.
1376,Projekt N-Lited - Tillægsbevilling (2022),Voksenlivets overgange og forandringer,Enhed for Specialundervisning og Beskæftigelse,315.328 kr.
1377,Indkøb af romaskine (2022),Voksenlivets overgange og forandringer,Centerrådet for Toftegårdscentret,8.000 kr.
1378,Bogudgivelse: Europa i krænkelsens navn. En historisk fortælling om identitet i forskellighed (2022),Voksenlivets overgange og forandringer,ALLGOpress,15.000 kr.
1379,Bogudgivelse: Haiti Chérie (2022),Voksenlivets overgange og forandringer,Dymphena Exhibit Advice,10.000 kr.
1380,Udstyr til bridge for ældre medborgere (2022),Voksenlivets overgange og forandringer,Brugerrådet Lokalcenter Skæring,4.000 kr.
1381,Bogudgivelse: Skønhedens erfaring (2022),Voksenlivets overgange og forandringer,Forlaget Multivers ApS,15.000 kr.
1382,Klublokale - Bygningsrenovering - Fase 1 (2022),Voksenlivets overgange og forandringer,Vivild Idrætsforening Krolf,28.000 kr.
1383,Aktivering af ældre/ensomme medborgere (2022),Voksenlivets overgange og forandringer,Motionsforeningen Samson,10.000 kr.
1384,Bordtennisborde (2022),Voksenlivets overgange og forandringer,Plexus,15.000 kr.
1385,Genopbygning af modeljernbane (2022),Voksenlivets overgange og forandringer,Sydfyns Modeljernbaneklub,10.000 kr.
1386,BridgeTablets (2022),Voksenlivets overgange og forandringer,Pensionistforeningen Munkegården,14.000 kr.
1387,Samlingsstedet for vandaktiviteter – Randers Fjord (2022),Voksenlivets overgange og forandringer,Randers Gymnastiske Forening,90.000 kr.
1388,Bogudgivelse: Danmark rundt med vilde orkidéer - Passioner i stride strømme (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1389,Syv arrangementer i Halsnæs Lungecafé - 2023 (2022),Voksenlivets overgange og forandringer,Astma-Allergi Nordsjælland,25.000 kr.
1390,Foredrag ved generalforsamling (2022),Voksenlivets overgange og forandringer,Danske Seniorer,10.000 kr.
1391,Bogudgivelse: Mennesket ved Havet - en skulptur bliver til (2022),Voksenlivets overgange og forandringer,Esbjerg Kommune,15.000 kr.
1392,Indkøb af toåres-inrigger (2022),Voksenlivets overgange og forandringer,Nykøbing Mors Roklub,30.000 kr.
1393,Udvidelse af symaskinepark (2022),Voksenlivets overgange og forandringer,Granly Aktivtetscenter,15.000 kr.
1394,Anskaffelse af Højskolesangbogen (2022),Voksenlivets overgange og forandringer,Grundejerforeningen ”Finnebyen” I Aarhus,12.000 kr.
1395,Campingtræf på Bornholm (2022),Voksenlivets overgange og forandringer,Døves Camping,15.000 kr.
1396,Arrangement i Ringkjøbing-Skjern Kommune i 2023 (2022),Voksenlivets overgange og forandringer,Kunsten inviterer indenfor,10.000 kr.
1397,"Bogudgivelse: Det medfølende vidne, Sjælesorg og traumer (2022)",Voksenlivets overgange og forandringer,Forlaget Eksistensen,10.000 kr.
1398,Litterære erindringer gennem 70 år (podcast) (2022),Voksenlivets overgange og forandringer,KimGsMedieproduktion,35.000 kr.
1399,Bogudgivelse: Om Brorsonskolen i Varde (2022),Voksenlivets overgange og forandringer,Varde Lokalhistoriske Arkiv,10.000 kr.
1400,Seniorfolkemøde 2023 (2022),Voksenlivets overgange og forandringer,Styregruppen for Seniorfolkemøde,125.000 kr.
1401,Udskiftning af bordtennisbord (2022),Voksenlivets overgange og forandringer,Hjørring Frem Bordtennisklub,7.500 kr.
1402,Aktive ældre bygger terrasser for spillestedet Gnisten (2022),Voksenlivets overgange og forandringer,Musikværket Ry,25.000 kr.
1403,Indkøb af rundsav (2022),Voksenlivets overgange og forandringer,Ældre Sagen Kerteminde,20.000 kr.
1404,Bogudgivelse: Mindebog for demensramte grønlændere (2022),Voksenlivets overgange og forandringer,Milik publishing ApS,35.000 kr.
1405,Skæremaskine til velgørenhedsprojekter (2022),Voksenlivets overgange og forandringer,Tårnby Design Forening,16.000 kr.
1406,Bogudgivelse: Naimas Verden (2022),Voksenlivets overgange og forandringer,Forlaget Blå,10.000 kr.
1407,"Foredrag i gruppen ""Frokostpausen"" (2022)",Voksenlivets overgange og forandringer,Mårslet Kirke,30.000 kr.
1408,Bogudgivelse: Ni dage i 2021 (2022),Voksenlivets overgange og forandringer,Skriveforlaget (Egolibris),15.000 kr.
1409,Aktive ældre i Løgumkloster Højskoles middelalderhave (2022),Voksenlivets overgange og forandringer,Løgumkloster Højskole,50.000 kr.
1410,Kortsorteringsmaskine (2022),Voksenlivets overgange og forandringer,Skive Bridgeklub,40.000 kr.
1411,"BCK School of Hope, den inkluderende skole (2022)",Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Landsrådet,13.920 kr.
1412,Opgradering af teknisk materiel (2022),Voksenlivets overgange og forandringer,Lokalbladet Pelikanen,23.000 kr.
1413,Curlingtæpper (2022),Voksenlivets overgange og forandringer,Aktivitetshuset Midgård,10.000 kr.
1414,Bogudgivelse: Frihed i fællesskabet (2022),Voksenlivets overgange og forandringer,Forlaget Hedwig ApS (Mellemgaard),10.000 kr.
1415,Drejebænke til ældre (2022),Voksenlivets overgange og forandringer,Morsø Drejerlaug,25.000 kr.
1416,Bogudgivelse: Hug og slag i skolen (2022),Voksenlivets overgange og forandringer,Forlaget Veivad,7.500 kr.
1417,Bro og udsigtsplatform (2022),Voksenlivets overgange og forandringer,Jammerbugt Golfklub,80.000 kr.
1418,Bogudgivelse: Slædesporet (2022),Voksenlivets overgange og forandringer,Knud Rasmussen Selskabet,7.000 kr.
1419,Bogudgivelse: Forstadsnaturen ved Bagsværd Sø (2022),Voksenlivets overgange og forandringer,Frederiksberg Bogtrykkeri (Scandinavian Print Group),15.000 kr.
1420,To-åres inrigger robåd (2022),Voksenlivets overgange og forandringer,Nivå Roklub,40.000 kr.
1421,SUG Lupane projekt i Zimbabwe (2022),Voksenlivets overgange og forandringer,Seniorer Uden Grænser - Landsrådet,20.000 kr.
1422,Bogudgivelse: Rom tur-retur (2022),Voksenlivets overgange og forandringer,Historia Group Forlag Aps,10.000 kr.
1423,Bogudgivelse: Præstø og omegn - historie og kultur (2022),Voksenlivets overgange og forandringer,Lokalhistorisk Forening for Præstø,22.500 kr.
1424,Bogudgivelse: Fremtiden må vi stole på (2022),Voksenlivets overgange og forandringer,Bogforlaget Spantola,10.000 kr.
1425,Bogudgivelse: I skole med Grundtvig (2022),Voksenlivets overgange og forandringer,Aarhus Universitetsforlag,15.000 kr.
1426,Bogudgivelse: Rogn (2022),Voksenlivets overgange og forandringer,Forlaget Gyldendal,20.000 kr.
1427,Bogudgivelse: Vita Danica (2022),Voksenlivets overgange og forandringer,Foreningen Peripeti,7.500 kr.
1428,"Tværgående evaluering af temakaldet ""Psykisk mistrivsel"" 2022 (2022)",Sociale indsatser,VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd,"2,5 mio. kr."
1429,Civilsamfund og psykiatri støtter voksne - senfølger efter seksuelle overgreb i barndom i kritiske overgange - tillæg (2022),Sociale indsatser,Center for Seksuelt Misbrugte - Syd - Frivilligsektion,52.700 kr.
1430,Spil sammen! Udvikling af ny fælles tilgang og metode for socialpsykiatri og civilsamfund - Tillæg (2022),Sociale indsatser,Socialt Udviklingscenter SUS,76.400 kr.
1431,Den Rullende Daghøjskole - Tillægsbevilling (2022),Sociale indsatser,Kompetencehuset,63.500 kr.
1432,Mennesker har brug for mennesker - Tillægsbevilling (2022),Sociale indsatser,"Psykiatrien, Region Sjælland",76.400 kr.
1433,Fællesskaber og trygge overgange for unge i psykiatrien - Tillægsbevilling (2022),Sociale indsatser,Ungdommens Røde Kors,76.400 kr.
1434,GirlTalk & Region Syddanmark. Et tværsektorielt samarbejde - Tillægsbevilling (2022),Sociale indsatser,Region Syddanmark,76.400 kr.
1435,Skønlitterær brobygning og medskabelse -Tillægsbevilling (2022),Sociale indsatser,Læseforeningen,76.400 kr.
